台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率,date,hall_name,machine_name
1040,"7,736",+394,27,29.0,1/138.1,1/286.5,1/266.8,2025-01-25,EXA_FIRST,マイジャグラーV
1041,"8,152","+2,056",37,30.0,1/121.7,1/220.3,1/271.7,2025-01-25,EXA_FIRST,マイジャグラーV
1042,"7,097",-303,28,17.0,1/157.7,1/253.5,1/417.5,2025-01-25,EXA_FIRST,マイジャグラーV
1043,"7,449","+1,759",35,23.0,1/128.4,1/212.8,1/323.9,2025-01-25,EXA_FIRST,マイジャグラーV
1044,"6,733","-2,056",20,11.0,1/217.2,1/336.6,1/612.1,2025-01-25,EXA_FIRST,マイジャグラーV
1045,"6,738","-1,371",19,20.0,1/172.8,1/354.6,1/336.9,2025-01-25,EXA_FIRST,マイジャグラーV
1046,"6,393",-103,21,21.0,1/152.2,1/304.4,1/304.4,2025-01-25,EXA_FIRST,マイジャグラーV
1047,"7,318","+1,335",32,23.0,1/133.1,1/228.7,1/318.2,2025-01-25,EXA_FIRST,マイジャグラーV
1048,"8,401",+359,33,25.0,1/144.8,1/254.6,1/336.0,2025-01-25,EXA_FIRST,マイジャグラーV
1049,"8,316","+2,903",37,35.0,1/115.5,1/224.8,1/237.6,2025-01-25,EXA_FIRST,マイジャグラーV
1050,"6,091",-359,24,12.0,1/169.2,1/253.8,1/507.6,2025-01-25,EXA_FIRST,マイジャグラーV
1069,"7,147","+1,159",31,24.0,1/129.9,1/230.5,1/297.8,2025-01-25,EXA_FIRST,マイジャグラーV
1070,"4,750",-362,17,10.0,1/175.9,1/279.4,1/475.0,2025-01-25,EXA_FIRST,マイジャグラーV
1071,"5,128",-15,19,11.0,1/170.9,1/269.9,1/466.2,2025-01-25,EXA_FIRST,マイジャグラーV
1072,"7,556",+924,32,24.0,1/134.9,1/236.1,1/314.8,2025-01-25,EXA_FIRST,マイジャグラーV
1073,"4,666","-2,532",11,8.0,1/245.6,1/424.2,1/583.2,2025-01-25,EXA_FIRST,マイジャグラーV
1074,"6,034","-1,712",17,14.0,1/194.6,1/354.9,1/431.0,2025-01-25,EXA_FIRST,マイジャグラーV
1075,"6,797",-797,20,22.0,1/161.8,1/339.9,1/309.0,2025-01-25,EXA_FIRST,マイジャグラーV
1076,"7,361",-444,25,22.0,1/156.6,1/294.4,1/334.6,2025-01-25,EXA_FIRST,マイジャグラーV
1077,"6,257",-818,22,13.0,1/178.8,1/284.4,1/481.3,2025-01-25,EXA_FIRST,マイジャグラーV
1078,"6,975","+1,918",30,26.0,1/124.6,1/232.5,1/268.3,2025-01-25,EXA_FIRST,マイジャグラーV
1079,"4,017",-832,14,5.0,1/211.4,1/286.9,1/803.4,2025-01-25,EXA_FIRST,マイジャグラーV
1080,"5,803","-1,276",20,10.0,1/193.4,1/290.1,1/580.3,2025-01-25,EXA_FIRST,マイジャグラーV
1081,"8,005","-1,359",22,27.0,1/163.4,1/363.9,1/296.5,2025-01-25,EXA_FIRST,マイジャグラーV
1082,"5,268","-2,021",14,13.0,1/195.1,1/376.3,1/405.2,2025-01-25,EXA_FIRST,マイジャグラーV
1083,"6,709","+2,056",36,11.0,1/142.7,1/186.4,1/609.9,2025-01-25,EXA_FIRST,マイジャグラーV
1084,"5,779","-1,582",17,13.0,1/192.6,1/339.9,1/444.5,2025-01-25,EXA_FIRST,マイジャグラーV
1085,"6,315",-912,19,19.0,1/166.2,1/332.4,1/332.4,2025-01-25,EXA_FIRST,マイジャグラーV
1086,"4,360","-2,603",6,11.0,1/256.5,1/726.7,1/396.4,2025-01-25,EXA_FIRST,マイジャグラーV
1087,"7,360","-1,218",21,27.0,1/153.3,1/350.5,1/272.6,2025-01-25,EXA_FIRST,マイジャグラーV
1088,"8,636","+2,779",38,31.0,1/125.2,1/227.3,1/278.6,2025-01-25,EXA_FIRST,マイジャグラーV
1089,"4,923",-526,16,10.0,1/189.3,1/307.7,1/492.3,2025-01-25,EXA_FIRST,マイジャグラーV
1090,"7,947",+465,25,29.0,1/147.2,1/317.9,1/274.0,2025-01-25,EXA_FIRST,マイジャグラーV
1091,"8,981",-371,27,40.0,1/134.0,1/332.6,1/224.5,2025-01-25,EXA_FIRST,マイジャグラーV
1092,"4,289","-1,712",12,4.0,1/268.1,1/357.4,1/1072.2,2025-01-25,EXA_FIRST,マイジャグラーV
1093,"5,922","-2,603",14,8.0,1/269.2,1/423.0,1/740.2,2025-01-25,EXA_FIRST,マイジャグラーV
1094,"6,912",-321,26,20.0,1/150.3,1/265.8,1/345.6,2025-01-25,EXA_FIRST,マイジャグラーV
1095,"8,168","+1,041",35,25.0,1/136.1,1/233.4,1/326.7,2025-01-25,EXA_FIRST,マイジャグラーV
1096,"8,540","+2,126",40,29.0,1/123.8,1/213.5,1/294.5,2025-01-25,EXA_FIRST,マイジャグラーV
1097,"8,347","+3,071",40,35.0,1/111.3,1/208.7,1/238.5,2025-01-25,EXA_FIRST,マイジャグラーV
1098,"7,090","+3,282",37,24.0,1/116.2,1/191.6,1/295.4,2025-01-25,EXA_FIRST,マイジャグラーV
1099,"8,140","+2,868",42,24.0,1/123.3,1/193.8,1/339.2,2025-01-25,EXA_FIRST,マイジャグラーV
1001,"6,675",+676,32,11.0,1/155.2,1/208.6,1/606.8,2025-01-26,EXA_FIRST,マイジャグラーV
1002,"4,767",-115,18,11.0,1/164.4,1/264.8,1/433.4,2025-01-26,EXA_FIRST,マイジャグラーV
1003,"4,788",-450,17,10.0,1/177.3,1/281.6,1/478.8,2025-01-26,EXA_FIRST,マイジャグラーV
1004,"6,444",-88,24,20.0,1/146.5,1/268.5,1/322.2,2025-01-26,EXA_FIRST,マイジャグラーV
1005,"8,309","+2,479",43,25.0,1/122.2,1/193.2,1/332.4,2025-01-26,EXA_FIRST,マイジャグラーV
1006,"7,729","+1,791",37,22.0,1/131.0,1/208.9,1/351.3,2025-01-26,EXA_FIRST,マイジャグラーV
1007,"2,879","-1,076",7,5.0,1/239.9,1/411.3,1/575.8,2025-01-26,EXA_FIRST,マイジャグラーV
1008,"8,012","+1,947",30,36.0,1/121.4,1/267.1,1/222.6,2025-01-26,EXA_FIRST,マイジャグラーV
1009,"8,153","+1,685",35,29.0,1/127.4,1/232.9,1/281.1,2025-01-26,EXA_FIRST,マイジャグラーV
1010,"5,744","-1,147",16,18.0,1/168.9,1/359.0,1/319.1,2025-01-26,EXA_FIRST,マイジャグラーV
1011,"5,506","-1,641",15,13.0,1/196.6,1/367.1,1/423.5,2025-01-26,EXA_FIRST,マイジャグラーV
1012,"6,868","-1,229",18,25.0,1/159.7,1/381.6,1/274.7,2025-01-26,EXA_FIRST,マイジャグラーV
1013,"5,353","-1,029",17,13.0,1/178.4,1/314.9,1/411.8,2025-01-26,EXA_FIRST,マイジャグラーV
1014,"8,446","-1,359",26,24.0,1/168.9,1/324.8,1/351.9,2025-01-26,EXA_FIRST,マイジャグラーV
1015,"4,290",-815,13,13.0,1/165.0,1/330.0,1/330.0,2025-01-26,EXA_FIRST,マイジャグラーV
1016,"7,832",+379,29,27.0,1/139.9,1/270.1,1/290.1,2025-01-26,EXA_FIRST,マイジャグラーV
1017,"6,600","+1,324",29,19.0,1/137.5,1/227.6,1/347.4,2025-01-26,EXA_FIRST,マイジャグラーV
1018,"2,464",-585,9,2.0,1/224.0,1/273.8,1/1232.0,2025-01-26,EXA_FIRST,マイジャグラーV
1019,"7,443","+1,324",34,21.0,1/135.3,1/218.9,1/354.4,2025-01-26,EXA_FIRST,マイジャグラーV
1020,"4,299","-1,747",10,9.0,1/226.3,1/429.9,1/477.7,2025-01-26,EXA_FIRST,マイジャグラーV
1021,"7,881",+91,29,25.0,1/145.9,1/271.8,1/315.2,2025-01-26,EXA_FIRST,マイジャグラーV
1022,"3,568","-1,206",11,6.0,1/209.9,1/324.4,1/594.7,2025-01-26,EXA_FIRST,マイジャグラーV
1023,"8,425","+3,494",39,40.0,1/106.6,1/216.0,1/210.6,2025-01-26,EXA_FIRST,マイジャグラーV
1024,"3,371",-900,9,6.0,1/224.7,1/374.6,1/561.8,2025-01-26,EXA_FIRST,マイジャグラーV
1025,"7,426",-476,24,25.0,1/151.6,1/309.4,1/297.0,2025-01-26,EXA_FIRST,マイジャグラーV
1026,"6,222",-162,22,15.0,1/168.2,1/282.8,1/414.8,2025-01-26,EXA_FIRST,マイジャグラーV
1027,"4,907","-1,382",15,13.0,1/175.2,1/327.1,1/377.5,2025-01-26,EXA_FIRST,マイジャグラーV
1028,"9,128","+2,674",35,48.0,1/110.0,1/260.8,1/190.2,2025-01-26,EXA_FIRST,マイジャグラーV
1029,"4,021",-579,16,5.0,1/191.5,1/251.3,1/804.2,2025-01-26,EXA_FIRST,マイジャグラーV
1030,"5,919","-1,124",17,18.0,1/169.1,1/348.2,1/328.8,2025-01-26,EXA_FIRST,マイジャグラーV
1031,"4,133",-297,16,5.0,1/196.8,1/258.3,1/826.6,2025-01-26,EXA_FIRST,マイジャグラーV
1032,"7,643","+2,585",35,27.0,1/123.3,1/218.4,1/283.1,2025-01-26,EXA_FIRST,マイジャグラーV
1033,"4,102","-2,268",9,6.0,1/273.5,1/455.8,1/683.7,2025-01-26,EXA_FIRST,マイジャグラーV
1034,"7,958",+179,29,27.0,1/142.1,1/274.4,1/294.7,2025-01-26,EXA_FIRST,マイジャグラーV
1035,"5,510",-959,17,14.0,1/177.7,1/324.1,1/393.6,2025-01-26,EXA_FIRST,マイジャグラーV
1036,"6,576","-1,006",19,20.0,1/168.6,1/346.1,1/328.8,2025-01-26,EXA_FIRST,マイジャグラーV
1037,"7,371",+688,26,31.0,1/129.3,1/283.5,1/237.8,2025-01-26,EXA_FIRST,マイジャグラーV
1038,"5,860",-150,22,16.0,1/154.2,1/266.4,1/366.2,2025-01-26,EXA_FIRST,マイジャグラーV
1039,"7,886",+571,31,25.0,1/140.8,1/254.4,1/315.4,2025-01-26,EXA_FIRST,マイジャグラーV
1040,"5,381",-609,19,12.0,1/173.6,1/283.2,1/448.4,2025-01-26,EXA_FIRST,マイジャグラーV
1041,"6,795","-1,465",22,15.0,1/183.6,1/308.9,1/453.0,2025-01-26,EXA_FIRST,マイジャグラーV
1042,"5,004","-1,794",15,7.0,1/227.5,1/333.6,1/714.9,2025-01-26,EXA_FIRST,マイジャグラーV
1043,"7,282",-159,30,13.0,1/169.3,1/242.7,1/560.2,2025-01-26,EXA_FIRST,マイジャグラーV
1044,"6,935","+3,118",40,15.0,1/126.1,1/173.4,1/462.3,2025-01-26,EXA_FIRST,マイジャグラーV
1045,"6,634",-453,23,20.0,1/154.3,1/288.4,1/331.7,2025-01-26,EXA_FIRST,マイジャグラーV
1046,"6,960",-497,20,28.0,1/145.0,1/348.0,1/248.6,2025-01-26,EXA_FIRST,マイジャグラーV
1047,"4,749",-109,17,13.0,1/158.3,1/279.4,1/365.3,2025-01-26,EXA_FIRST,マイジャグラーV
1048,"6,663","+2,035",34,16.0,1/133.3,1/196.0,1/416.4,2025-01-26,EXA_FIRST,マイジャグラーV
1049,"6,978","+2,718",36,23.0,1/118.3,1/193.8,1/303.4,2025-01-26,EXA_FIRST,マイジャグラーV
1050,"3,596","-1,771",8,6.0,1/256.9,1/449.5,1/599.3,2025-01-26,EXA_FIRST,マイジャグラーV
1069,"5,523",-721,16,16.0,1/172.6,1/345.2,1/345.2,2025-01-26,EXA_FIRST,マイジャグラーV
1070,"5,279","+3,118",30,22.0,1/101.5,1/176.0,1/240.0,2025-01-26,EXA_FIRST,マイジャグラーV
1071,"7,765","+1,100",30,29.0,1/131.6,1/258.8,1/267.8,2025-01-26,EXA_FIRST,マイジャグラーV
1072,"5,936",-509,21,16.0,1/160.4,1/282.7,1/371.0,2025-01-26,EXA_FIRST,マイジャグラーV
1073,"6,143",-38,25,11.0,1/170.6,1/245.7,1/558.5,2025-01-26,EXA_FIRST,マイジャグラーV
1074,"5,534",-3,23,11.0,1/162.8,1/240.6,1/503.1,2025-01-26,EXA_FIRST,マイジャグラーV
1075,"6,988","+1,791",30,26.0,1/124.8,1/232.9,1/268.8,2025-01-26,EXA_FIRST,マイジャグラーV
1076,"8,996","+2,694",38,44.0,1/109.7,1/236.7,1/204.5,2025-01-26,EXA_FIRST,マイジャグラーV
1077,"7,491",-124,29,22.0,1/146.9,1/258.3,1/340.5,2025-01-26,EXA_FIRST,マイジャグラーV
1078,"6,983","+1,029",30,20.0,1/139.7,1/232.8,1/349.1,2025-01-26,EXA_FIRST,マイジャグラーV
1079,"8,457",-403,27,32.0,1/143.3,1/313.2,1/264.3,2025-01-26,EXA_FIRST,マイジャグラーV
1080,"5,058","-1,465",16,8.0,1/210.8,1/316.1,1/632.2,2025-01-26,EXA_FIRST,マイジャグラーV
1081,"6,798",-685,24,18.0,1/161.9,1/283.2,1/377.7,2025-01-26,EXA_FIRST,マイジャグラーV
1082,"3,796",-915,13,6.0,1/199.8,1/292.0,1/632.7,2025-01-26,EXA_FIRST,マイジャグラーV
1083,"6,790",+18,25,18.0,1/157.9,1/271.6,1/377.2,2025-01-26,EXA_FIRST,マイジャグラーV
1084,"6,521",-979,20,24.0,1/148.2,1/326.1,1/271.7,2025-01-26,EXA_FIRST,マイジャグラーV
1085,"6,026",-3,21,22.0,1/140.1,1/287.0,1/273.9,2025-01-26,EXA_FIRST,マイジャグラーV
1086,"9,394","+3,235",38,43.0,1/116.0,1/247.2,1/218.5,2025-01-26,EXA_FIRST,マイジャグラーV
1087,"8,466","+2,921",38,33.0,1/119.2,1/222.8,1/256.5,2025-01-26,EXA_FIRST,マイジャグラーV
1088,"6,086","+1,582",30,16.0,1/132.3,1/202.9,1/380.4,2025-01-26,EXA_FIRST,マイジャグラーV
1089,"4,061","-1,582",9,11.0,1/203.1,1/451.2,1/369.2,2025-01-26,EXA_FIRST,マイジャグラーV
1090,"7,259",+735,30,23.0,1/137.0,1/242.0,1/315.6,2025-01-26,EXA_FIRST,マイジャグラーV
1091,"8,292","+2,603",34,40.0,1/112.1,1/243.9,1/207.3,2025-01-26,EXA_FIRST,マイジャグラーV
1092,"5,280",+359,23,11.0,1/155.3,1/229.6,1/480.0,2025-01-26,EXA_FIRST,マイジャグラーV
1093,"6,527","+1,100",29,18.0,1/138.9,1/225.1,1/362.6,2025-01-26,EXA_FIRST,マイジャグラーV
1094,"7,764","+3,956",43,24.0,1/115.9,1/180.6,1/323.5,2025-01-26,EXA_FIRST,マイジャグラーV
1095,"3,987","-1,841",10,7.0,1/234.5,1/398.7,1/569.6,2025-01-26,EXA_FIRST,マイジャグラーV
1096,"4,994","-1,194",17,11.0,1/178.4,1/293.8,1/454.0,2025-01-26,EXA_FIRST,マイジャグラーV
1097,"7,312","+1,932",33,23.0,1/130.6,1/221.6,1/317.9,2025-01-26,EXA_FIRST,マイジャグラーV
1098,"4,596","-1,700",10,15.0,1/183.8,1/459.6,1/306.4,2025-01-26,EXA_FIRST,マイジャグラーV
1099,"5,303","-2,744",13,6.0,1/279.1,1/407.9,1/883.8,2025-01-26,EXA_FIRST,マイジャグラーV
1001,"4,961",+432,21,10.0,1/160.0,1/236.2,1/496.1,2025-01-27,EXA_FIRST,マイジャグラーV
1002,389,-403,0,1.0,1/389.0,1/0.0,1/389.0,2025-01-27,EXA_FIRST,マイジャグラーV
1003,"7,975","+1,562",30,35.0,1/122.7,1/265.8,1/227.9,2025-01-27,EXA_FIRST,マイジャグラーV
1004,"3,568","+1,041",17,9.0,1/137.2,1/209.9,1/396.4,2025-01-27,EXA_FIRST,マイジャグラーV
1005,"4,321",-109,16,11.0,1/160.0,1/270.1,1/392.8,2025-01-27,EXA_FIRST,マイジャグラーV
1006,"3,795",+276,14,12.0,1/146.0,1/271.1,1/316.2,2025-01-27,EXA_FIRST,マイジャグラーV
1007,"2,710",-806,7,6.0,1/208.5,1/387.1,1/451.7,2025-01-27,EXA_FIRST,マイジャグラーV
1008,544,-421,1,0.0,1/544.0,1/544.0,1/0.0,2025-01-27,EXA_FIRST,マイジャグラーV
1009,"8,599","+2,074",37,32.0,1/124.6,1/232.4,1/268.7,2025-01-27,EXA_FIRST,マイジャグラーV
1010,"4,289","+2,497",23,21.0,1/97.5,1/186.5,1/204.2,2025-01-27,EXA_FIRST,マイジャグラーV
1011,"4,811",-979,16,9.0,1/192.4,1/300.7,1/534.6,2025-01-27,EXA_FIRST,マイジャグラーV
1012,"3,217",+785,17,6.0,1/139.9,1/189.2,1/536.2,2025-01-27,EXA_FIRST,マイジャグラーV
1013,"2,678","+1,053",15,9.0,1/111.6,1/178.5,1/297.6,2025-01-27,EXA_FIRST,マイジャグラーV
1014,"5,409","-1,124",14,20.0,1/159.1,1/386.4,1/270.4,2025-01-27,EXA_FIRST,マイジャグラーV
1015,"3,462",+226,15,10.0,1/138.5,1/230.8,1/346.2,2025-01-27,EXA_FIRST,マイジャグラーV
1016,"2,401",+544,13,5.0,1/133.4,1/184.7,1/480.2,2025-01-27,EXA_FIRST,マイジャグラーV
1017,"2,529",-174,9,6.0,1/168.6,1/281.0,1/421.5,2025-01-27,EXA_FIRST,マイジャグラーV
1018,"8,605","+1,347",35,32.0,1/128.4,1/245.9,1/268.9,2025-01-27,EXA_FIRST,マイジャグラーV
1019,702,-438,1,1.0,1/351.0,1/702.0,1/702.0,2025-01-27,EXA_FIRST,マイジャグラーV
1020,"7,599",-438,26,27.0,1/143.4,1/292.3,1/281.4,2025-01-27,EXA_FIRST,マイジャグラーV
1021,"6,279",+868,24,25.0,1/128.1,1/261.6,1/251.2,2025-01-27,EXA_FIRST,マイジャグラーV
1022,"3,898",-115,15,7.0,1/177.2,1/259.9,1/556.9,2025-01-27,EXA_FIRST,マイジャグラーV
1023,"5,093",-574,15,20.0,1/145.5,1/339.5,1/254.7,2025-01-27,EXA_FIRST,マイジャグラーV
1024,"3,173",-56,11,11.0,1/144.2,1/288.5,1/288.5,2025-01-27,EXA_FIRST,マイジャグラーV
1025,"8,709","+5,029",40,50.0,1/96.8,1/217.7,1/174.2,2025-01-27,EXA_FIRST,マイジャグラーV
1026,"5,728",-88,20,20.0,1/143.2,1/286.4,1/286.4,2025-01-27,EXA_FIRST,マイジャグラーV
1027,"5,708",-547,20,13.0,1/173.0,1/285.4,1/439.1,2025-01-27,EXA_FIRST,マイジャグラーV
1028,"3,010",-738,8,10.0,1/167.2,1/376.2,1/301.0,2025-01-27,EXA_FIRST,マイジャグラーV
1029,"1,611",-744,4,1.0,1/322.2,1/402.8,1/1611.0,2025-01-27,EXA_FIRST,マイジャグラーV
1030,"6,340",-112,22,22.0,1/144.1,1/288.2,1/288.2,2025-01-27,EXA_FIRST,マイジャグラーV
1031,894,-574,2,0.0,1/447.0,1/447.0,1/0.0,2025-01-27,EXA_FIRST,マイジャグラーV
1032,"5,683",+332,19,22.0,1/138.6,1/299.1,1/258.3,2025-01-27,EXA_FIRST,マイジャグラーV
1033,"6,540",-103,26,18.0,1/148.6,1/251.5,1/363.3,2025-01-27,EXA_FIRST,マイジャグラーV
1034,"1,368",-321,5,2.0,1/195.4,1/273.6,1/684.0,2025-01-27,EXA_FIRST,マイジャグラーV
1035,"6,329","+1,774",22,36.0,1/109.1,1/287.7,1/175.8,2025-01-27,EXA_FIRST,マイジャグラーV
1036,"3,428","+1,371",18,11.0,1/118.2,1/190.4,1/311.6,2025-01-27,EXA_FIRST,マイジャグラーV
1037,"5,000",+79,18,16.0,1/147.1,1/277.8,1/312.5,2025-01-27,EXA_FIRST,マイジャグラーV
1038,"5,736",+876,24,18.0,1/136.6,1/239.0,1/318.7,2025-01-27,EXA_FIRST,マイジャグラーV
1039,677,-174,2,0.0,1/338.5,1/338.5,1/0.0,2025-01-27,EXA_FIRST,マイジャグラーV
1040,"8,320","+3,706",42,35.0,1/108.1,1/198.1,1/237.7,2025-01-27,EXA_FIRST,マイジャグラーV
1041,"2,868",-485,10,6.0,1/179.2,1/286.8,1/478.0,2025-01-27,EXA_FIRST,マイジャグラーV
1042,"6,105",-626,23,16.0,1/156.5,1/265.4,1/381.6,2025-01-27,EXA_FIRST,マイジャグラーV
1043,760,-279,2,2.0,1/190.0,1/380.0,1/380.0,2025-01-27,EXA_FIRST,マイジャグラーV
1044,"2,266",+724,12,3.0,1/151.1,1/188.8,1/755.3,2025-01-27,EXA_FIRST,マイジャグラーV
1045,"8,223","+3,847",44,31.0,1/109.6,1/186.9,1/265.3,2025-01-27,EXA_FIRST,マイジャグラーV
1046,"7,132","+2,056",35,16.0,1/139.8,1/203.8,1/445.8,2025-01-27,EXA_FIRST,マイジャグラーV
1047,"2,780",-303,10,5.0,1/185.3,1/278.0,1/556.0,2025-01-27,EXA_FIRST,マイジャグラーV
1048,"2,293",-268,8,4.0,1/191.1,1/286.6,1/573.2,2025-01-27,EXA_FIRST,マイジャグラーV
1049,"5,557",+903,23,20.0,1/129.2,1/241.6,1/277.9,2025-01-27,EXA_FIRST,マイジャグラーV
1050,"6,715",+344,24,23.0,1/142.9,1/279.8,1/292.0,2025-01-27,EXA_FIRST,マイジャグラーV
1069,"3,938","-1,371",11,9.0,1/196.9,1/358.0,1/437.6,2025-01-27,EXA_FIRST,マイジャグラーV
1070,"3,012",+462,13,9.0,1/136.9,1/231.7,1/334.7,2025-01-27,EXA_FIRST,マイジャグラーV
1071,"5,360",-285,17,18.0,1/153.1,1/315.3,1/297.8,2025-01-27,EXA_FIRST,マイジャグラーV
1072,"1,171",-556,3,1.0,1/292.8,1/390.3,1/1171.0,2025-01-27,EXA_FIRST,マイジャグラーV
1073,"7,441","+2,426",38,21.0,1/126.1,1/195.8,1/354.3,2025-01-27,EXA_FIRST,マイジャグラーV
1074,"1,264",-662,4,1.0,1/252.8,1/316.0,1/1264.0,2025-01-27,EXA_FIRST,マイジャグラーV
1075,"4,921","+1,041",21,15.0,1/136.7,1/234.3,1/328.1,2025-01-27,EXA_FIRST,マイジャグラーV
1076,"3,944",+891,18,10.0,1/140.9,1/219.1,1/394.4,2025-01-27,EXA_FIRST,マイジャグラーV
1077,"6,698",+38,28,13.0,1/163.4,1/239.2,1/515.2,2025-01-27,EXA_FIRST,マイジャグラーV
1078,"4,089",+888,19,10.0,1/141.0,1/215.2,1/408.9,2025-01-27,EXA_FIRST,マイジャグラーV
1079,"7,496",-488,25,24.0,1/153.0,1/299.8,1/312.3,2025-01-27,EXA_FIRST,マイジャグラーV
1080,"4,693","+1,935",24,16.0,1/117.3,1/195.5,1/293.3,2025-01-27,EXA_FIRST,マイジャグラーV
1081,"6,491","+1,159",28,25.0,1/122.5,1/231.8,1/259.6,2025-01-27,EXA_FIRST,マイジャグラーV
1082,"5,972",+891,28,14.0,1/142.2,1/213.3,1/426.6,2025-01-27,EXA_FIRST,マイジャグラーV
1083,"4,053",+785,16,15.0,1/130.7,1/253.3,1/270.2,2025-01-27,EXA_FIRST,マイジャグラーV
1084,"6,780",-794,24,12.0,1/188.3,1/282.5,1/565.0,2025-01-27,EXA_FIRST,マイジャグラーV
1085,886,-685,1,2.0,1/295.3,1/886.0,1/443.0,2025-01-27,EXA_FIRST,マイジャグラーV
1086,"8,648","+3,541",43,33.0,1/113.8,1/201.1,1/262.1,2025-01-27,EXA_FIRST,マイジャグラーV
1087,"5,544",-109,19,17.0,1/154.0,1/291.8,1/326.1,2025-01-27,EXA_FIRST,マイジャグラーV
1088,324,-185,1,0.0,1/324.0,1/324.0,1/0.0,2025-01-27,EXA_FIRST,マイジャグラーV
1089,"6,195","+1,253",25,25.0,1/123.9,1/247.8,1/247.8,2025-01-27,EXA_FIRST,マイジャグラーV
1090,"1,138",-174,4,2.0,1/189.7,1/284.5,1/569.0,2025-01-27,EXA_FIRST,マイジャグラーV
1091,"7,249","+1,524",32,21.0,1/136.8,1/226.5,1/345.2,2025-01-27,EXA_FIRST,マイジャグラーV
1092,"4,689","-1,124",14,11.0,1/187.6,1/334.9,1/426.3,2025-01-27,EXA_FIRST,マイジャグラーV
1093,"5,421",-759,18,12.0,1/180.7,1/301.2,1/451.8,2025-01-27,EXA_FIRST,マイジャグラーV
1094,991,-250,3,2.0,1/198.2,1/330.3,1/495.5,2025-01-27,EXA_FIRST,マイジャグラーV
1095,"6,711","-1,406",16,24.0,1/167.8,1/419.4,1/279.6,2025-01-27,EXA_FIRST,マイジャグラーV
1096,"2,170",-262,8,2.0,1/217.0,1/271.2,1/1085.0,2025-01-27,EXA_FIRST,マイジャグラーV
1097,"1,927",+3,9,2.0,1/175.2,1/214.1,1/963.5,2025-01-27,EXA_FIRST,マイジャグラーV
1098,"4,416",+221,17,11.0,1/157.7,1/259.8,1/401.5,2025-01-27,EXA_FIRST,マイジャグラーV
1099,"3,303","-1,618",6,7.0,1/254.1,1/550.5,1/471.9,2025-01-27,EXA_FIRST,マイジャグラーV
1001,"1,385",+191,5,6.0,1/125.9,1/277.0,1/230.8,2025-01-28,EXA_FIRST,マイジャグラーV
1002,"4,859",-138,17,15.0,1/151.8,1/285.8,1/323.9,2025-01-28,EXA_FIRST,マイジャグラーV
1003,"2,950",-756,6,10.0,1/184.4,1/491.7,1/295.0,2025-01-28,EXA_FIRST,マイジャグラーV
1004,461,-374,1,0.0,1/461.0,1/461.0,1/0.0,2025-01-28,EXA_FIRST,マイジャグラーV
1005,"2,773",+162,12,6.0,1/154.1,1/231.1,1/462.2,2025-01-28,EXA_FIRST,マイジャグラーV
1006,"3,749",-315,12,14.0,1/144.2,1/312.4,1/267.8,2025-01-28,EXA_FIRST,マイジャグラーV
1007,"6,036",-885,17,23.0,1/150.9,1/355.1,1/262.4,2025-01-28,EXA_FIRST,マイジャグラーV
1008,"1,683",+291,7,5.0,1/140.2,1/240.4,1/336.6,2025-01-28,EXA_FIRST,マイジャグラーV
1009,823,-191,3,1.0,1/205.8,1/274.3,1/823.0,2025-01-28,EXA_FIRST,マイジャグラーV
1010,"4,451",-356,15,13.0,1/159.0,1/296.7,1/342.4,2025-01-28,EXA_FIRST,マイジャグラーV
1011,"2,950","-1,288",5,10.0,1/196.7,1/590.0,1/295.0,2025-01-28,EXA_FIRST,マイジャグラーV
1012,"1,093",-738,2,2.0,1/273.2,1/546.5,1/546.5,2025-01-28,EXA_FIRST,マイジャグラーV
1013,"1,267",-638,2,2.0,1/316.8,1/633.5,1/633.5,2025-01-28,EXA_FIRST,マイジャグラーV
1014,"5,977",-674,19,20.0,1/153.3,1/314.6,1/298.9,2025-01-28,EXA_FIRST,マイジャグラーV
1015,"2,408",-650,6,6.0,1/200.7,1/401.3,1/401.3,2025-01-28,EXA_FIRST,マイジャグラーV
1016,483,-91,2,1.0,1/161.0,1/241.5,1/483.0,2025-01-28,EXA_FIRST,マイジャグラーV
1017,"2,866",+526,12,13.0,1/114.6,1/238.8,1/220.5,2025-01-28,EXA_FIRST,マイジャグラーV
1018,"3,933",-168,14,13.0,1/145.7,1/280.9,1/302.5,2025-01-28,EXA_FIRST,マイジャグラーV
1019,400,-391,0,1.0,1/400.0,1/0.0,1/400.0,2025-01-28,EXA_FIRST,マイジャグラーV
1020,"7,631","+2,435",38,25.0,1/121.1,1/200.8,1/305.2,2025-01-28,EXA_FIRST,マイジャグラーV
1021,"1,038",-426,3,1.0,1/259.5,1/346.0,1/1038.0,2025-01-28,EXA_FIRST,マイジャグラーV
1022,"2,099",-615,6,5.0,1/190.8,1/349.8,1/419.8,2025-01-28,EXA_FIRST,マイジャグラーV
1023,"1,821",+303,9,3.0,1/151.8,1/202.3,1/607.0,2025-01-28,EXA_FIRST,マイジャグラーV
1024,763,-485,1,2.0,1/254.3,1/763.0,1/381.5,2025-01-28,EXA_FIRST,マイジャグラーV
1025,638,-485,1,1.0,1/319.0,1/638.0,1/638.0,2025-01-28,EXA_FIRST,マイジャグラーV
1026,"5,176","+1,229",27,8.0,1/147.9,1/191.7,1/647.0,2025-01-28,EXA_FIRST,マイジャグラーV
