,,,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE
マイジャグラーV,j,1071,1837.0,-885.0,5.0,3.0,612.3,229.6,4694.0,-1124.0,14.0,8.0,586.8,213.4,2859.0,-79.0,12.0,4.0,714.8,178.7,6654.0,1335.0,33.0,14.0,475.3,141.6,5647.0,509.0,24.0,17.0,332.2,137.7,8687.0,288.0,31.0,29.0,299.6,144.8,5874.0,2091.0,29.0,20.0,293.7,119.9,8096.0,1668.0,34.0,29.0,279.2,128.5,3954.0,-874.0,12.0,11.0,359.5,171.9,1299.0,-685.0,4.0,0.0,0.0,324.8,1277.0,-685.0,3.0,2.0,638.5,255.4,5944.0,-406.0,22.0,14.0,424.6,165.1,4380.0,-626.0,14.0,13.0,336.9,162.2,4083.0,-2532.0,5.0,14.0,291.6,214.9,3801.0,197.0,11.0,20.0,190.0,122.6,8779.0,3632.0,45.0,35.0,250.8,109.7,1243.0,-1065.0,1.0,2.0,621.5,414.3,5093.0,-1288.0,16.0,10.0,509.3,195.9,1718.0,-138.0,6.0,5.0,343.6,156.2,2730.0,-179.0,9.0,9.0,303.3,151.7,1621.0,-650.0,5.0,5.0,324.2,162.1,7950.0,1315.0,34.0,24.0,331.2,137.1,2028.0,-97.0,8.0,3.0,676.0,184.4,1039.0,-556.0,2.0,2.0,519.5,259.8,2530.0,-126.0,8.0,9.0,281.1,148.8,6705.0,1862.0,32.0,22.0,304.8,124.2,2418.0,-1476.0,5.0,5.0,483.6,241.8,7480.0,274.0,28.0,24.0,311.7,143.8,960.0,-874.0,1.0,1.0,960.0,480.0,6521.0,1629.0,28.0,24.0,271.7,125.4
マイジャグラーV,j,1072,6311.0,-1300.0,19.0,18.0,350.6,170.6,6312.0,-124.0,23.0,19.0,332.2,150.3,5637.0,-1229.0,17.0,11.0,512.5,201.3,6137.0,-791.0,20.0,16.0,383.6,170.5,4678.0,-662.0,15.0,16.0,292.4,150.9,5331.0,-2603.0,13.0,7.0,761.6,266.6,8321.0,2779.0,37.0,35.0,237.7,115.6,5204.0,-1653.0,11.0,14.0,371.7,208.2,4996.0,-850.0,15.0,14.0,356.9,172.3,5495.0,-985.0,15.0,19.0,289.2,161.6,1656.0,-538.0,4.0,4.0,414.0,207.0,8359.0,1641.0,34.0,32.0,261.2,126.7,3934.0,-1018.0,13.0,8.0,491.8,187.3,7414.0,-32.0,26.0,22.0,337.0,154.5,3749.0,1241.0,19.0,13.0,288.4,117.2,2231.0,-1171.0,4.0,6.0,371.8,223.1,8229.0,-371.0,30.0,26.0,316.5,146.9,6753.0,-1476.0,20.0,19.0,355.4,173.2,6540.0,-2815.0,10.0,29.0,225.5,167.7,1594.0,-685.0,6.0,0.0,0.0,265.7,3682.0,-309.0,14.0,4.0,920.5,204.6,8575.0,3753.0,43.0,37.0,231.8,107.2,2202.0,-585.0,7.0,4.0,550.5,200.2,4330.0,468.0,20.0,10.0,433.0,144.3,4045.0,112.0,18.0,7.0,577.9,161.8,5912.0,-100.0,21.0,19.0,311.2,147.8,3133.0,-1653.0,6.0,6.0,522.2,261.1,6445.0,-559.0,23.0,17.0,379.1,161.1,5532.0,888.0,26.0,12.0,461.0,145.6,8073.0,453.0,29.0,27.0,299.0,144.2
マイジャグラーV,j,1073,4180.0,-662.0,13.0,10.0,418.0,181.7,8833.0,-1241.0,26.0,33.0,267.7,149.7,7699.0,-244.0,26.0,25.0,308.0,151.0,2606.0,-1300.0,7.0,3.0,868.7,260.6,534.0,-450.0,1.0,0.0,0.0,534.0,6075.0,-924.0,20.0,11.0,552.3,196.0,6157.0,147.0,25.0,14.0,439.8,157.9,7217.0,1915.0,35.0,21.0,343.7,128.9,4850.0,406.0,22.0,10.0,485.0,151.6,6219.0,462.0,24.0,23.0,270.4,132.3,4957.0,-1041.0,18.0,9.0,550.8,183.6,8040.0,2568.0,35.0,31.0,259.4,121.8,5347.0,-685.0,16.0,19.0,281.4,152.8,4493.0,-121.0,18.0,8.0,561.6,172.8,3200.0,-1312.0,7.0,8.0,400.0,213.3,4283.0,-350.0,17.0,8.0,535.4,171.3,3710.0,-256.0,15.0,6.0,618.3,176.7,6879.0,-582.0,24.0,22.0,312.7,149.5,6682.0,171.0,28.0,14.0,477.3,159.1,2871.0,-974.0,8.0,6.0,478.5,205.1,5090.0,-632.0,16.0,13.0,391.5,175.5,8751.0,3118.0,42.0,30.0,291.7,121.5,3738.0,-676.0,11.0,11.0,339.8,169.9,2097.0,-715.0,6.0,2.0,1048.5,262.1,2228.0,756.0,11.0,8.0,278.5,117.3,8436.0,935.0,36.0,22.0,383.5,145.4,6671.0,-818.0,20.0,21.0,317.7,162.7,6187.0,-982.0,20.0,17.0,363.9,167.2,1859.0,-738.0,4.0,4.0,464.8,232.4,1240.0,-609.0,3.0,1.0,1240.0,310.0
マイジャグラーV,j,1074,3962.0,1147.0,21.0,11.0,360.2,123.8,6136.0,-1829.0,17.0,12.0,511.3,211.6,5554.0,-759.0,16.0,21.0,264.5,150.1,3486.0,1288.0,18.0,14.0,249.0,108.9,6620.0,2929.0,35.0,23.0,287.8,114.1,5365.0,-1512.0,13.0,16.0,335.3,185.0,7247.0,379.0,31.0,19.0,381.4,144.9,6639.0,1171.0,32.0,15.0,442.6,141.3,348.0,-256.0,1.0,0.0,0.0,348.0,5538.0,-579.0,18.0,18.0,307.7,153.8,2553.0,-444.0,8.0,5.0,510.6,196.4,3623.0,-832.0,11.0,8.0,452.9,190.7,6632.0,135.0,24.0,25.0,265.3,135.3,3186.0,-1029.0,9.0,6.0,531.0,212.4,3515.0,62.0,13.0,12.0,292.9,140.6,6707.0,2197.0,33.0,26.0,258.0,113.7,4596.0,-344.0,17.0,10.0,459.6,170.2,9276.0,1826.0,42.0,31.0,299.2,127.1,4277.0,-1100.0,12.0,10.0,427.7,194.4,5024.0,-574.0,18.0,11.0,456.7,173.2,1338.0,-385.0,4.0,1.0,1338.0,267.6,4806.0,315.0,22.0,13.0,369.7,137.3,790.0,-879.0,0.0,2.0,395.0,395.0,3555.0,-321.0,13.0,9.0,395.0,161.6,3674.0,1265.0,20.0,9.0,408.2,126.7,2548.0,544.0,11.0,8.0,318.5,134.1,3730.0,662.0,17.0,11.0,339.1,133.2,6969.0,747.0,30.0,17.0,409.9,148.3,2711.0,-338.0,10.0,4.0,677.8,193.6,2845.0,-121.0,12.0,3.0,948.3,189.7
マイジャグラーV,j,1075,2318.0,-315.0,10.0,1.0,2318.0,210.7,6702.0,2250.0,32.0,23.0,291.4,121.9,7928.0,3282.0,41.0,30.0,264.3,111.7,3693.0,-512.0,12.0,9.0,410.3,175.9,2955.0,26.0,11.0,9.0,328.3,147.8,5807.0,-1124.0,19.0,13.0,446.7,181.5,7953.0,-629.0,23.0,27.0,294.6,159.1,5996.0,1641.0,25.0,22.0,272.5,127.6,5061.0,-568.0,16.0,16.0,316.3,158.2,1710.0,162.0,7.0,5.0,342.0,142.5,1163.0,-321.0,3.0,3.0,387.7,193.8,7719.0,3965.0,44.0,27.0,285.9,108.7,7581.0,865.0,32.0,26.0,291.6,130.7,3540.0,-1100.0,11.0,5.0,708.0,221.2,7164.0,1635.0,33.0,22.0,325.6,130.3,1810.0,-750.0,4.0,3.0,603.3,258.6,1272.0,-568.0,3.0,2.0,636.0,254.4,6587.0,315.0,28.0,16.0,411.7,149.7,1512.0,-303.0,4.0,4.0,378.0,189.0,931.0,-403.0,2.0,2.0,465.5,232.8,7880.0,818.0,32.0,24.0,328.3,140.7,6099.0,-618.0,23.0,15.0,406.6,160.5,4218.0,806.0,19.0,13.0,324.5,131.8,2026.0,-579.0,6.0,4.0,506.5,202.6,2232.0,-232.0,8.0,3.0,744.0,202.9,932.0,-779.0,1.0,1.0,932.0,466.0,1965.0,-1218.0,3.0,4.0,491.2,280.7,6065.0,1488.0,26.0,25.0,242.6,118.9,6161.0,1900.0,32.0,18.0,342.3,123.2,3333.0,-1300.0,9.0,6.0,555.5,222.2
マイジャグラーV,j,1076,3932.0,-2038.0,8.0,4.0,983.0,327.7,5974.0,-1041.0,19.0,17.0,351.4,165.9,1503.0,-885.0,3.0,2.0,751.5,300.6,4863.0,50.0,22.0,11.0,442.1,147.4,5317.0,1512.0,26.0,18.0,295.4,120.8,7967.0,1324.0,32.0,29.0,274.7,130.6,8660.0,865.0,34.0,31.0,279.4,133.2,6916.0,971.0,30.0,22.0,314.4,133.0,6221.0,135.0,28.0,11.0,565.5,159.5,6621.0,159.0,27.0,17.0,389.5,150.5,5376.0,-571.0,17.0,15.0,358.4,168.0,7051.0,-1512.0,23.0,17.0,414.8,176.3,4086.0,-615.0,15.0,8.0,510.8,177.7,4615.0,-1218.0,15.0,8.0,576.9,200.7,3238.0,209.0,14.0,8.0,404.8,147.2,4366.0,-1206.0,14.0,9.0,485.1,189.8,7286.0,1924.0,34.0,25.0,291.4,123.5,7200.0,-1288.0,19.0,24.0,300.0,167.4,6887.0,182.0,27.0,20.0,344.4,146.5,6920.0,829.0,27.0,24.0,288.3,135.7,1360.0,-397.0,5.0,1.0,1360.0,226.7,3420.0,-1218.0,10.0,8.0,427.5,190.0,3330.0,721.0,12.0,17.0,195.9,114.8,2024.0,-579.0,6.0,5.0,404.8,184.0,4579.0,-379.0,17.0,9.0,508.8,176.1,4540.0,-256.0,15.0,14.0,324.3,156.6,7524.0,2091.0,37.0,16.0,470.2,142.0,4379.0,721.0,19.0,14.0,312.8,132.7,1978.0,-74.0,8.0,3.0,659.3,179.8,4609.0,1182.0,23.0,11.0,419.0,135.6
マイジャグラーV,j,1077,2476.0,344.0,12.0,5.0,495.2,145.6,6359.0,276.0,27.0,16.0,397.4,147.9,6045.0,653.0,28.0,12.0,503.8,151.1,3875.0,-1476.0,10.0,10.0,387.5,193.8,3810.0,526.0,16.0,9.0,423.3,152.4,7527.0,-1041.0,23.0,27.0,278.8,150.5,9593.0,1441.0,36.0,41.0,234.0,124.6,6722.0,1394.0,29.0,25.0,268.9,124.5,3520.0,-1147.0,10.0,6.0,586.7,220.0,3816.0,285.0,16.0,10.0,381.6,146.8,3905.0,-1406.0,11.0,7.0,557.9,216.9,7316.0,1018.0,32.0,19.0,385.1,143.5,4072.0,-1288.0,10.0,12.0,339.3,185.1,6670.0,368.0,26.0,24.0,277.9,133.4,6890.0,74.0,27.0,19.0,362.6,149.8,6051.0,-709.0,20.0,17.0,355.9,163.5,3635.0,641.0,17.0,6.0,605.8,158.0,6318.0,2126.0,30.0,16.0,394.9,137.3,3433.0,-303.0,11.0,9.0,381.4,171.6,5973.0,1065.0,27.0,19.0,314.4,129.8,5808.0,1029.0,28.0,17.0,341.6,129.1,8252.0,2850.0,39.0,28.0,294.7,123.2,3470.0,-162.0,12.0,13.0,266.9,138.8,3323.0,-524.0,11.0,10.0,332.3,158.2,2664.0,-491.0,9.0,5.0,532.8,190.3,5824.0,-947.0,18.0,12.0,485.3,194.1,6229.0,-1841.0,20.0,16.0,389.3,173.0,8428.0,276.0,29.0,32.0,263.4,138.2,3558.0,356.0,15.0,7.0,508.3,161.7,3133.0,-862.0,9.0,9.0,348.1,174.1
マイジャグラーV,j,1078,9205.0,1771.0,35.0,43.0,214.1,118.0,8158.0,-321.0,25.0,37.0,220.5,131.6,4981.0,653.0,25.0,8.0,622.6,150.9,8536.0,1915.0,38.0,27.0,316.1,131.3,7310.0,629.0,23.0,37.0,197.6,121.8,6179.0,-2303.0,15.0,18.0,343.3,187.2,6740.0,-2303.0,15.0,23.0,293.0,177.4,2973.0,-450.0,9.0,6.0,495.5,198.2,3447.0,138.0,14.0,10.0,344.7,143.6,4421.0,2550.0,27.0,11.0,401.9,116.3,910.0,-285.0,3.0,1.0,910.0,227.5,1642.0,-179.0,7.0,1.0,1642.0,205.2,5280.0,-332.0,18.0,17.0,310.6,150.9,6874.0,2215.0,31.0,28.0,245.5,116.5,3053.0,2021.0,17.0,12.0,254.4,105.3,5481.0,-562.0,19.0,15.0,365.4,161.2,6229.0,732.0,25.0,20.0,311.4,138.4,5579.0,450.0,24.0,11.0,507.2,159.4,7298.0,-203.0,25.0,27.0,270.3,140.3,1170.0,-650.0,2.0,2.0,585.0,292.5,3122.0,-615.0,8.0,11.0,283.8,164.3,7282.0,1088.0,33.0,18.0,404.6,142.8,7384.0,759.0,28.0,27.0,273.5,134.3,2633.0,-1124.0,5.0,8.0,329.1,202.5,3678.0,-1065.0,9.0,11.0,334.4,183.9,796.0,-474.0,2.0,1.0,796.0,265.3,1312.0,-138.0,5.0,3.0,437.3,164.0,7175.0,265.0,27.0,24.0,299.0,140.7,2334.0,-244.0,9.0,4.0,583.5,179.5,5000.0,335.0,21.0,13.0,384.6,147.1
マイジャグラーV,j,1079,327.0,-50.0,1.0,1.0,327.0,163.5,8244.0,4897.0,42.0,44.0,187.4,95.9,2582.0,121.0,11.0,6.0,430.3,151.9,6642.0,429.0,26.0,19.0,349.6,147.6,1646.0,-868.0,2.0,5.0,329.2,235.1,5073.0,-1171.0,17.0,10.0,507.3,187.9,6758.0,665.0,26.0,24.0,281.6,135.2,5585.0,-206.0,22.0,12.0,465.4,164.3,1392.0,-603.0,4.0,2.0,696.0,232.0,1295.0,-615.0,2.0,3.0,431.7,259.0,5197.0,2762.0,31.0,14.0,371.2,115.5,8314.0,1653.0,36.0,34.0,244.5,118.8,2353.0,-1159.0,4.0,6.0,392.2,235.3,3085.0,-2056.0,4.0,8.0,385.6,257.1,6991.0,1453.0,28.0,29.0,241.1,122.6,6638.0,544.0,27.0,18.0,368.8,147.5,2748.0,-638.0,7.0,8.0,343.5,183.2,6362.0,1147.0,28.0,22.0,289.2,127.2,2107.0,-1547.0,2.0,3.0,702.3,421.4,2437.0,-650.0,7.0,7.0,348.1,174.1,5059.0,606.0,22.0,13.0,389.2,144.5,6198.0,-1500.0,15.0,19.0,326.2,182.3,1218.0,-162.0,3.0,4.0,304.5,174.0,1389.0,-397.0,3.0,5.0,277.8,173.6,2058.0,-9.0,8.0,6.0,343.0,147.0,5595.0,947.0,25.0,14.0,399.6,143.5,8777.0,1985.0,37.0,36.0,243.8,120.2,4286.0,-709.0,16.0,7.0,612.3,186.3,2280.0,-415.0,7.0,7.0,325.7,162.9,8105.0,1571.0,38.0,23.0,352.4,132.9
マイジャグラーV,j,1080,6556.0,829.0,29.0,15.0,437.1,149.0,6658.0,1279.0,27.0,23.0,289.5,133.2,3236.0,-1171.0,8.0,7.0,462.3,215.7,3217.0,-2391.0,3.0,6.0,536.2,357.4,1780.0,38.0,7.0,3.0,593.3,178.0,6409.0,-185.0,24.0,18.0,356.1,152.6,7449.0,409.0,31.0,19.0,392.1,149.0,8299.0,3141.0,42.0,29.0,286.2,116.9,4949.0,-291.0,20.0,10.0,494.9,165.0,6627.0,853.0,25.0,27.0,245.4,127.4,4072.0,-256.0,16.0,7.0,581.7,177.0,2950.0,-1876.0,5.0,6.0,491.7,268.2,6305.0,547.0,25.0,22.0,286.6,134.1,3378.0,-806.0,11.0,9.0,375.3,168.9,4944.0,-100.0,18.0,15.0,329.6,149.8,4355.0,-515.0,17.0,10.0,435.5,161.3,3947.0,497.0,19.0,5.0,789.4,164.5,7814.0,2285.0,37.0,28.0,279.1,120.2,6301.0,-762.0,20.0,18.0,350.1,165.8,5862.0,-312.0,21.0,15.0,390.8,162.8,1426.0,-691.0,4.0,1.0,1426.0,285.2,7315.0,2294.0,35.0,19.0,385.0,135.5,6220.0,285.0,24.0,20.0,311.0,141.4,3062.0,-315.0,11.0,8.0,382.8,161.2,1807.0,-1135.0,3.0,3.0,602.3,301.2,2532.0,-1676.0,4.0,5.0,506.4,281.3,2370.0,-615.0,7.0,6.0,395.0,182.3,8174.0,1668.0,32.0,37.0,220.9,118.5,6456.0,644.0,29.0,12.0,538.0,157.5,1195.0,-544.0,2.0,3.0,398.3,239.0
マイジャグラーV,j,1081,6938.0,76.0,31.0,9.0,770.9,173.4,6298.0,-450.0,23.0,15.0,419.9,165.7,4378.0,-426.0,16.0,9.0,486.4,175.1,6285.0,-394.0,22.0,18.0,349.2,157.1,5970.0,2374.0,31.0,19.0,314.2,119.4,4633.0,-1771.0,11.0,11.0,421.2,210.6,8532.0,853.0,34.0,25.0,341.3,144.6,5758.0,-509.0,19.0,16.0,359.9,164.5,4699.0,-497.0,18.0,9.0,522.1,174.0,3679.0,391.0,17.0,5.0,735.8,167.2,906.0,-609.0,1.0,2.0,453.0,302.0,6833.0,1844.0,29.0,28.0,244.0,119.9,5966.0,-1453.0,19.0,12.0,497.2,192.5,8804.0,2532.0,43.0,24.0,366.8,131.4,4465.0,335.0,19.0,15.0,297.7,131.3,8121.0,-1453.0,24.0,28.0,290.0,156.2,3570.0,-1406.0,8.0,11.0,324.5,187.9,6387.0,-335.0,23.0,19.0,336.2,152.1,5879.0,-462.0,18.0,22.0,267.2,147.0,1949.0,-850.0,4.0,5.0,389.8,216.6,5088.0,3165.0,34.0,9.0,565.3,118.3,7368.0,3847.0,39.0,27.0,272.9,111.6,2274.0,-535.0,9.0,3.0,758.0,189.5,4444.0,-668.0,14.0,8.0,555.5,202.0,3110.0,112.0,13.0,6.0,518.3,163.7,3292.0,-171.0,13.0,9.0,365.8,149.6,4494.0,621.0,20.0,13.0,345.7,136.2,4985.0,-915.0,15.0,13.0,383.5,178.0,6861.0,2956.0,36.0,24.0,285.9,114.4,2319.0,-679.0,5.0,5.0,463.8,231.9
マイジャグラーV,j,1082,3501.0,-1159.0,10.0,9.0,389.0,184.3,7117.0,256.0,26.0,23.0,309.4,145.2,5240.0,3518.0,31.0,23.0,227.8,97.0,2381.0,-732.0,7.0,5.0,476.2,198.4,1073.0,-538.0,3.0,1.0,1073.0,268.2,5666.0,-1700.0,16.0,15.0,377.7,182.8,8164.0,2929.0,40.0,24.0,340.2,127.6,8400.0,500.0,29.0,34.0,247.1,133.3,837.0,-338.0,2.0,2.0,418.5,209.2,1788.0,-179.0,5.0,6.0,298.0,162.5,5531.0,1029.0,28.0,12.0,460.9,138.3,5461.0,-303.0,20.0,13.0,420.1,165.5,5134.0,-85.0,19.0,14.0,366.7,155.6,3781.0,-815.0,12.0,9.0,420.1,180.0,1121.0,-597.0,2.0,3.0,373.7,224.2,2580.0,-732.0,7.0,8.0,322.5,172.0,6222.0,1359.0,30.0,16.0,388.9,135.3,6732.0,3071.0,34.0,30.0,224.4,105.2,8576.0,771.0,33.0,29.0,295.7,138.3,8032.0,-488.0,23.0,26.0,308.9,163.9,7385.0,-276.0,26.0,28.0,263.8,136.8,2263.0,-1512.0,3.0,6.0,377.2,251.4,1816.0,-662.0,4.0,5.0,363.2,201.8,2549.0,809.0,13.0,10.0,254.9,110.8,1247.0,-479.0,2.0,6.0,207.8,155.9,6502.0,653.0,29.0,15.0,433.5,147.8,3960.0,-1053.0,12.0,7.0,565.7,208.4,7714.0,-347.0,27.0,19.0,406.0,167.7,656.0,-579.0,0.0,2.0,328.0,328.0,5866.0,2250.0,33.0,16.0,366.6,119.7
マイジャグラーV,j,1083,3752.0,-50.0,13.0,9.0,416.9,170.5,5295.0,-1312.0,17.0,10.0,529.5,196.1,6472.0,1721.0,29.0,25.0,258.9,119.9,4495.0,-1103.0,13.0,15.0,299.7,160.5,2844.0,91.0,11.0,6.0,474.0,167.3,3718.0,-1606.0,8.0,11.0,338.0,195.7,8042.0,4544.0,44.0,31.0,259.4,107.2,4151.0,-656.0,15.0,9.0,461.2,173.0,7432.0,-603.0,22.0,27.0,275.3,151.7,4419.0,79.0,18.0,10.0,441.9,157.8,1277.0,444.0,6.0,5.0,255.4,116.1,2624.0,-791.0,8.0,3.0,874.7,238.5,4125.0,491.0,17.0,12.0,343.8,142.2,1717.0,-1382.0,2.0,3.0,572.3,343.4,5075.0,1438.0,23.0,19.0,267.1,120.8,1520.0,-174.0,5.0,3.0,506.7,190.0,1318.0,-432.0,4.0,2.0,659.0,219.7,8629.0,476.0,33.0,30.0,287.6,137.0,8189.0,2906.0,39.0,31.0,264.2,117.0,6357.0,-865.0,19.0,21.0,302.7,158.9,2707.0,1088.0,15.0,9.0,300.8,112.8,3730.0,-2568.0,5.0,5.0,746.0,373.0,2357.0,-638.0,7.0,6.0,392.8,181.3,2165.0,441.0,11.0,3.0,721.7,154.6,4335.0,-409.0,14.0,16.0,270.9,144.5,2438.0,-415.0,10.0,3.0,812.7,187.5,4503.0,1418.0,24.0,11.0,409.4,128.7,8604.0,-1065.0,28.0,21.0,409.7,175.6,5659.0,276.0,22.0,17.0,332.9,145.1,1090.0,-68.0,4.0,3.0,363.3,155.7
マイジャグラーV,j,1084,2105.0,-1559.0,2.0,5.0,421.0,300.7,6019.0,85.0,26.0,13.0,463.0,154.3,7353.0,218.0,24.0,27.0,272.3,144.2,4271.0,-421.0,16.0,8.0,533.9,178.0,6366.0,444.0,24.0,21.0,303.1,141.5,5271.0,-779.0,20.0,7.0,753.0,195.2,7706.0,1771.0,37.0,24.0,321.1,126.3,7488.0,76.0,27.0,25.0,299.5,144.0,2216.0,-403.0,6.0,8.0,277.0,158.3,3669.0,-462.0,12.0,15.0,244.6,135.9,4714.0,-297.0,16.0,16.0,294.6,147.3,2783.0,-1371.0,7.0,4.0,695.8,253.0,8450.0,2779.0,40.0,33.0,256.1,115.8,6907.0,206.0,24.0,26.0,265.7,138.1,6681.0,1312.0,27.0,28.0,238.6,121.5,8333.0,971.0,31.0,34.0,245.1,128.2,5051.0,-629.0,15.0,18.0,280.6,153.1,5591.0,-2409.0,14.0,14.0,399.4,199.7,6672.0,-1359.0,19.0,21.0,317.7,166.8,6604.0,-712.0,20.0,22.0,300.2,157.2,5992.0,568.0,25.0,20.0,299.6,133.2,4394.0,-1335.0,12.0,9.0,488.2,209.2,2288.0,-126.0,9.0,4.0,572.0,176.0,5858.0,3400.0,33.0,24.0,244.1,102.8,6807.0,-1112.0,18.0,28.0,243.1,148.0,5106.0,-1465.0,14.0,14.0,364.7,182.4,6545.0,2532.0,34.0,20.0,327.2,121.2,6806.0,-2744.0,9.0,29.0,234.7,179.1,1529.0,-850.0,4.0,1.0,1529.0,305.8,6795.0,1147.0,28.0,18.0,377.5,147.7
,,,65741.0,-3580.0,243.0,164.0,400.9,161.5,108371.0,2616.0,407.0,340.0,318.7,145.1,82756.0,9273.0,350.0,232.0,356.7,142.2,76383.0,-5971.0,275.0,199.0,383.8,161.1,65993.0,4351.0,254.0,213.0,309.8,141.3,97508.0,-11289.0,325.0,276.0,353.3,162.2,121794.0,15797.0,494.0,405.0,300.7,135.5,103426.0,9053.0,408.0,328.0,315.3,140.5,63111.0,-4748.0,234.0,151.0,418.0,163.9,63116.0,1453.0,244.0,185.0,341.2,147.1,50347.0,-715.0,198.0,119.0,423.1,158.8,83967.0,2663.0,326.0,243.0,345.5,147.6,83242.0,-1871.0,309.0,244.0,341.2,150.5,80048.0,-2391.0,293.0,233.0,343.6,152.2,71354.0,7415.0,286.0,243.0,293.6,134.9,78072.0,-1422.0,292.0,233.0,335.1,148.7,67132.0,-401.0,257.0,176.0,381.4,155.0,108394.0,4762.0,419.0,333.0,325.5,144.1,89572.0,-4571.0,308.0,277.0,323.4,153.1,66393.0,-5495.0,225.0,191.0,347.6,159.6,67481.0,3663.0,277.0,181.0,372.8,147.3,95085.0,6014.0,375.0,273.0,348.3,146.7,48342.0,-1354.0,176.0,138.0,350.3,154.0,49567.0,1125.0,193.0,135.0,367.2,151.1,50363.0,-3980.0,174.0,144.0,349.7,158.4,66847.0,-907.0,255.0,171.0,390.9,156.9,70020.0,-1015.0,267.0,187.0,374.4,154.2,106235.0,-1300.0,378.0,332.0,320.0,149.6,54629.0,2967.0,229.0,126.0,433.6,153.9,65680.0,3537.0,263.0,173.0,379.7,150.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,k,1085,6998.0,994.0,29.0,24.0,291.6,132.0,7299.0,-865.0,25.0,18.0,405.5,169.7,7064.0,197.0,28.0,25.0,282.6,133.3,7244.0,-744.0,22.0,22.0,329.3,164.6,3194.0,-1394.0,6.0,11.0,290.4,187.9,6139.0,444.0,25.0,15.0,409.3,153.5,6797.0,-521.0,22.0,26.0,261.4,141.6,7775.0,406.0,33.0,16.0,485.9,158.7,2581.0,168.0,11.0,9.0,286.8,129.0,6609.0,-124.0,26.0,13.0,508.4,169.5,3596.0,244.0,15.0,10.0,359.6,143.8,5842.0,203.0,23.0,15.0,389.5,153.7,5564.0,-632.0,20.0,15.0,370.9,159.0,4887.0,485.0,21.0,11.0,444.3,152.7,5836.0,-488.0,22.0,14.0,416.9,162.1,6792.0,-1053.0,20.0,23.0,295.3,158.0,3429.0,-1441.0,8.0,8.0,428.6,214.3,6726.0,1194.0,28.0,21.0,320.3,137.3,6976.0,656.0,33.0,14.0,498.3,148.4,4023.0,915.0,19.0,8.0,502.9,149.0,6585.0,359.0,27.0,19.0,346.6,143.2,6150.0,1276.0,26.0,25.0,246.0,120.6,3291.0,-1241.0,9.0,5.0,658.2,235.1,3129.0,876.0,15.0,10.0,312.9,125.2,2975.0,109.0,11.0,10.0,297.5,141.7,8765.0,4103.0,42.0,41.0,213.8,105.6,3365.0,-1512.0,10.0,3.0,1121.7,258.8,6749.0,-2550.0,16.0,18.0,374.9,198.5,6487.0,888.0,29.0,16.0,405.4,144.2,2857.0,-226.0,12.0,6.0,476.2,158.7
