,hall_name,date,model_name,unit_no,game,BB,RB,medals,BB_rate,RB_rate,Grape_rate,Total_rate,month,day,weekday,year,unit_last,area,5_more
58,EXA FIRST,2025-04-30,ファンキージャグラー2,1059,6071,29,25,2356,209.3,242.8,5.72,112.4,2025-04,30,2,2025,9,h: ファンキージャグラー2,0.92
59,EXA FIRST,2025-04-30,ファンキージャグラー2,1060,1275,4,1,-450,318.8,1275.0,5.85,255.0,2025-04,30,2,2025,0,h: ファンキージャグラー2,0.0
60,EXA FIRST,2025-04-30,ファンキージャグラー2,1061,2769,8,6,-844,346.1,461.5,5.96,197.8,2025-04,30,2,2025,1,i: ファンキージャグラー2,0.0
61,EXA FIRST,2025-04-30,ファンキージャグラー2,1062,5522,21,16,-156,263.0,345.1,6.01,149.2,2025-04,30,2,2025,2,i: ファンキージャグラー2,0.09999999999999999
62,EXA FIRST,2025-04-30,ファンキージャグラー2,1063,4741,16,7,-526,296.3,677.3,5.38,206.1,2025-04,30,2,2025,3,i: ファンキージャグラー2,0.0
63,EXA FIRST,2025-04-30,ファンキージャグラー2,1064,1299,3,0,-932,433.0,0.0,6.27,433.0,2025-04,30,2,2025,4,i: ファンキージャグラー2,0.0
64,EXA FIRST,2025-04-30,ファンキージャグラー2,1065,5059,20,9,-56,253.0,562.1,5.64,174.4,2025-04,30,2,2025,5,j: ファンキージャグラー2,0.05
65,EXA FIRST,2025-04-30,ファンキージャグラー2,1066,789,1,1,-726,789.0,789.0,6.66,394.5,2025-04,30,2,2025,6,j: ファンキージャグラー2,0.0
66,EXA FIRST,2025-04-30,ファンキージャグラー2,1067,2890,11,5,-444,262.7,578.0,6.08,180.6,2025-04,30,2,2025,7,j: ファンキージャグラー2,0.0
67,EXA FIRST,2025-04-30,マイジャグラーV,1069,5839,30,17,1879,194.6,343.5,5.87,124.2,2025-04,30,2,2025,9,k: マイジャグラーV,0.4
68,EXA FIRST,2025-04-30,マイジャグラーV,1070,5450,33,5,2021,165.2,1090.0,5.79,143.4,2025-04,30,2,2025,0,k: マイジャグラーV,0.01
69,EXA FIRST,2025-04-30,マイジャグラーV,1071,2859,12,4,-79,238.2,714.8,5.79,178.7,2025-04,30,2,2025,1,k: マイジャグラーV,0.0
70,EXA FIRST,2025-04-30,マイジャグラーV,1072,5637,17,11,-1229,331.6,512.5,5.63,201.3,2025-04,30,2,2025,2,k: マイジャグラーV,0.01
71,EXA FIRST,2025-04-30,マイジャグラーV,1073,7699,26,25,-244,296.1,308.0,5.72,151.0,2025-04,30,2,2025,3,k: マイジャグラーV,0.25
72,EXA FIRST,2025-04-30,マイジャグラーV,1074,5554,16,21,-759,347.1,264.5,5.88,150.1,2025-04,30,2,2025,4,k: マイジャグラーV,0.35000000000000003
73,EXA FIRST,2025-04-30,マイジャグラーV,1075,7928,41,30,3282,193.4,264.3,5.87,111.7,2025-04,30,2,2025,5,k: マイジャグラーV,0.85
74,EXA FIRST,2025-04-30,マイジャグラーV,1076,1503,3,2,-885,501.0,751.5,5.91,300.6,2025-04,30,2,2025,6,k: マイジャグラーV,0.0
75,EXA FIRST,2025-04-30,マイジャグラーV,1077,6045,28,12,653,215.9,503.8,5.89,151.1,2025-04,30,2,2025,7,k: マイジャグラーV,0.03
76,EXA FIRST,2025-04-30,マイジャグラーV,1078,4981,25,8,653,199.2,622.6,6.04,150.9,2025-04,30,2,2025,8,k: マイジャグラーV,0.0
77,EXA FIRST,2025-04-30,マイジャグラーV,1079,2582,11,6,121,234.7,430.3,5.91,151.9,2025-04,30,2,2025,9,k: マイジャグラーV,0.0
78,EXA FIRST,2025-04-30,マイジャグラーV,1080,3236,8,7,-1171,404.5,462.3,5.77,215.7,2025-04,30,2,2025,0,k: マイジャグラーV,0.0
79,EXA FIRST,2025-04-30,マイジャグラーV,1081,4378,16,9,-426,273.6,486.4,5.8,175.1,2025-04,30,2,2025,1,k: マイジャグラーV,0.0
80,EXA FIRST,2025-04-30,マイジャグラーV,1082,5240,31,23,3518,169.0,227.8,5.78,97.0,2025-04,30,2,2025,2,k: マイジャグラーV,0.9600000000000001
81,EXA FIRST,2025-04-30,マイジャグラーV,1083,6472,29,25,1721,223.2,258.9,5.83,119.9,2025-04,30,2,2025,3,k: マイジャグラーV,0.75
